rho [kg/m3], e [J/kg], P [Pa] 
33.97905, 389528.50186, 713979.45946 
33.88808, 389472.16081, 712349.36937 
33.79720, 389415.69680, 710719.27928 
33.70639, 389359.10926, 709089.18919 
33.61567, 389302.39762, 707459.09910 
33.52502, 389245.56130, 705829.00901 
33.43446, 389188.59972, 704198.91892 
33.34398, 389131.51231, 702568.82883 
33.25358, 389074.29846, 700938.73874 
33.16326, 389016.95761, 699308.64865 
33.07302, 388959.48913, 697678.55856 
32.98286, 388901.89245, 696048.46847 
32.89278, 388844.16695, 694418.37838 
32.80278, 388786.31202, 692788.28829 
32.71286, 388728.32706, 691158.19820 
32.62302, 388670.21144, 689528.10811 
32.53326, 388611.96456, 687898.01802 
32.44358, 388553.58577, 686267.92793 
32.35397, 388495.07445, 684637.83784 
32.26445, 388436.42998, 683007.74775 
32.17501, 388377.65170, 681377.65766 
32.08564, 388318.73898, 679747.56757 
31.99635, 388259.69116, 678117.47748 
31.90714, 388200.50761, 676487.38739 
31.81801, 388141.18765, 674857.29730 
31.72896, 388081.73063, 673227.20721 
31.63999, 388022.13589, 671597.11712 
31.55109, 387962.40274, 669967.02703 
31.46227, 387902.53052, 668336.93694 
31.37353, 387842.51854, 666706.84685 
31.28487, 387782.36612, 665076.75676 
31.19628, 387722.07256, 663446.66667 
31.10777, 387661.63718, 661816.57658 
31.01934, 387601.05926, 660186.48649 
30.93098, 387540.33811, 658556.39640 
30.84270, 387479.47302, 656926.30631 
30.75450, 387418.46326, 655296.21622 
30.66637, 387357.30811, 653666.12613 
30.57832, 387296.00685, 652036.03604 
30.49035, 387234.55874, 650405.94595 
30.40245, 387172.96305, 648775.85586 
30.31463, 387111.21903, 647145.76577 
30.22688, 387049.32593, 645515.67568 
30.13921, 386987.28300, 643885.58559 
30.05161, 386925.08948, 642255.49550 
29.96409, 386862.74460, 640625.40541 
29.87664, 386800.24759, 638995.31532 
29.78927, 386737.59768, 637365.22523 
29.70197, 386674.79407, 635735.13514 
29.61475, 386611.83598, 634105.04505 
29.52760, 386548.72261, 632474.95495 
29.44053, 386485.45316, 630844.86486 
29.35353, 386422.02682, 629214.77477 
29.26661, 386358.44278, 627584.68468 
29.17976, 386294.70022, 625954.59459 
29.09298, 386230.79831, 624324.50450 
29.00627, 386166.73622, 622694.41441 
28.91964, 386102.51311, 621064.32432 
28.83309, 386038.12812, 619434.23423 
28.74660, 385973.58042, 617804.14414 
28.66019, 385908.86913, 616174.05405 
28.57385, 385843.99340, 614543.96396 
28.48759, 385778.95234, 612913.87387 
28.40140, 385713.74508, 611283.78378 
28.31528, 385648.37074, 609653.69369 
28.22923, 385582.82841, 608023.60360 
28.14325, 385517.11719, 606393.51351 
28.05735, 385451.23619, 604763.42342 
27.97152, 385385.18447, 603133.33333 
27.88576, 385318.96113, 601503.24324 
27.80007, 385252.56522, 599873.15315 
27.71445, 385185.99581, 598243.06306 
27.62891, 385119.25196, 596612.97297 
27.54343, 385052.33270, 594982.88288 
27.45803, 384985.23709, 593352.79279 
27.37270, 384917.96414, 591722.70270 
27.28744, 384850.51289, 590092.61261 
27.20225, 384782.88235, 588462.52252 
27.11713, 384715.07152, 586832.43243 
27.03208, 384647.07940, 585202.34234 
26.94710, 384578.90499, 583572.25225 
26.86219, 384510.54726, 581942.16216 
26.77735, 384442.00520, 580312.07207 
26.69258, 384373.27776, 578681.98198 
26.60788, 384304.36389, 577051.89189 
26.52325, 384235.26256, 575421.80180 
26.43869, 384165.97270, 573791.71171 
26.35420, 384096.49323, 572161.62162 
26.26978, 384026.82307, 570531.53153 
26.18543, 383956.96115, 568901.44144 
26.10114, 383886.90635, 567271.35135 
26.01693, 383816.65758, 565641.26126 
25.93278, 383746.21372, 564011.17117 
25.84870, 383675.57363, 562381.08108 
25.76470, 383604.73619, 560750.99099 
25.68075, 383533.70025, 559120.90090 
25.59688, 383462.46465, 557490.81081 
25.51308, 383391.02823, 555860.72072 
25.42934, 383319.38981, 554230.63063 
25.34567, 383247.54820, 552600.54054 
25.26207, 383175.50221, 550970.45045 
25.17854, 383103.25062, 549340.36036 
25.09507, 383030.79224, 547710.27027 
25.01167, 382958.12581, 546080.18018 
24.92834, 382885.25011, 544450.09009 
24.84507, 382812.16388, 542820.00000 
24.76188, 382738.86586, 541189.90991 
24.67874, 382665.35478, 539559.81982 
24.59568, 382591.62935, 537929.72973 
24.51268, 382517.68828, 536299.63964 
24.42975, 382443.53026, 534669.54955 
24.34688, 382369.15397, 533039.45946 
24.26408, 382294.55808, 531409.36937 
24.18135, 382219.74124, 529779.27928 
24.09868, 382144.70210, 528149.18919 
24.01608, 382069.43929, 526519.09910 
23.93354, 381993.95143, 524889.00901 
23.85107, 381918.23712, 523258.91892 
23.76867, 381842.29495, 521628.82883 
23.68633, 381766.12351, 519998.73874 
23.60405, 381689.72137, 518368.64865 
23.52184, 381613.08707, 516738.55856 
23.43970, 381536.21916, 515108.46847 
23.35762, 381459.11616, 513478.37838 
23.27560, 381381.77658, 511848.28829 
23.19365, 381304.19893, 510218.19820 
23.11176, 381226.38168, 508588.10811 
23.02994, 381148.32331, 506958.01802 
22.94818, 381070.02227, 505327.92793 
22.86648, 380991.47699, 503697.83784 
22.78485, 380912.68591, 502067.74775 
22.70328, 380833.64743, 500437.65766 
22.62178, 380754.35995, 498807.56757 
22.54034, 380674.82185, 497177.47748 
22.45896, 380595.03148, 495547.38739 
22.37765, 380514.98720, 493917.29730 
22.29640, 380434.68733, 492287.20721 
22.21521, 380354.13019, 490657.11712 
22.13408, 380273.31407, 489027.02703 
22.05302, 380192.23727, 487396.93694 
21.97202, 380110.89803, 485766.84685 
21.89109, 380029.29461, 484136.75676 
21.81021, 379947.42523, 482506.66667 
21.72940, 379865.28810, 480876.57658 
21.64865, 379782.88142, 479246.48649 
21.56796, 379700.20336, 477616.39640 
21.48733, 379617.25208, 475986.30631 
21.40677, 379534.02571, 474356.21622 
21.32627, 379450.52237, 472726.12613 
21.24582, 379366.74016, 471096.03604 
21.16544, 379282.67715, 469465.94595 
21.08512, 379198.33141, 467835.85586 
21.00487, 379113.70098, 466205.76577 
20.92467, 379028.78386, 464575.67568 
20.84453, 378943.57807, 462945.58559 
20.76446, 378858.08158, 461315.49550 
20.68444, 378772.29234, 459685.40541 
20.60449, 378686.20828, 458055.31532 
20.52460, 378599.82733, 456425.22523 
20.44476, 378513.14736, 454795.13514 
20.36499, 378426.16624, 453165.04505 
20.28528, 378338.88183, 451534.95495 
20.20563, 378251.29194, 449904.86486 
20.12603, 378163.39436, 448274.77477 
20.04650, 378075.18688, 446644.68468 
19.96703, 377986.66724, 445014.59459 
19.88761, 377897.83316, 443384.50450 
19.80826, 377808.68235, 441754.41441 
19.72896, 377719.21249, 440124.32432 
19.64972, 377629.42121, 438494.23423 
19.57055, 377539.30615, 436864.14414 
19.49143, 377448.86490, 435234.05405 
19.41237, 377358.09503, 433603.96396 
19.33337, 377266.99409, 431973.87387 
19.25442, 377175.55959, 430343.78378 
19.17554, 377083.78901, 428713.69369 
19.09671, 376991.67981, 427083.60360 
19.01795, 376899.22943, 425453.51351 
18.93924, 376806.43527, 423823.42342 
18.86058, 376713.29469, 422193.33333 
18.78199, 376619.80504, 420563.24324 
18.70345, 376525.96363, 418933.15315 
18.62498, 376431.76773, 417303.06306 
18.54655, 376337.21460, 415672.97297 
18.46819, 376242.30144, 414042.88288 
18.38988, 376147.02544, 412412.79279 
18.31163, 376051.38375, 410782.70270 
18.23344, 375955.37349, 409152.61261 
18.15531, 375858.99173, 407522.52252 
18.07723, 375762.23552, 405892.43243 
17.99921, 375665.10187, 404262.34234 
17.92124, 375567.58776, 402632.25225 
17.84333, 375469.69013, 401002.16216 
17.76548, 375371.40587, 399372.07207 
17.68768, 375272.73186, 397741.98198 
17.60994, 375173.66492, 396111.89189 
17.53226, 375074.20183, 394481.80180 
17.45463, 374974.33934, 392851.71171 
17.37705, 374874.07416, 391221.62162 
17.29954, 374773.40295, 389591.53153 
17.22207, 374672.32234, 387961.44144 
17.14467, 374570.82892, 386331.35135 
17.06732, 374468.91921, 384701.26126 
16.99002, 374366.58972, 383071.17117 
16.91278, 374263.83690, 381441.08108 
16.83559, 374160.65716, 379810.99099 
16.75846, 374057.04685, 378180.90090 
16.68138, 373953.00228, 376550.81081 
16.60436, 373848.51974, 374920.72072 
16.52739, 373743.59542, 373290.63063 
16.45048, 373638.22550, 371660.54054 
16.37362, 373532.40610, 370030.45045 
16.29681, 373426.13328, 368400.36036 
16.22006, 373319.40333, 366770.27027 
16.14337, 373212.21168, 365140.18018 
16.06672, 373104.55450, 363510.09009 
15.99013, 372996.42765, 361880.00000 
15.91360, 372887.82693, 360249.90991 
15.83711, 372778.74807, 358619.81982 
15.76068, 372669.18677, 356989.72973 
15.68431, 372559.13864, 355359.63964 
15.60798, 372448.59926, 353729.54955 
15.53171, 372337.56413, 352099.45946 
15.45549, 372226.02869, 350469.36937 
15.37933, 372113.98832, 348839.27928 
15.30322, 372001.43834, 347209.18919 
15.22715, 371888.37400, 345579.09910 
15.15115, 371774.79048, 343949.00901 
15.07519, 371660.68290, 342318.91892 
14.99929, 371546.04630, 340688.82883 
14.92344, 371430.87566, 339058.73874 
14.84764, 371315.16588, 337428.64865 
14.77189, 371198.91179, 335798.55856 
14.69619, 371082.10815, 334168.46847 
14.62055, 370964.74964, 332538.37838 
14.54495, 370846.83085, 330908.28829 
14.46941, 370728.34632, 329278.19820 
14.39392, 370609.29047, 327648.10811 
14.31848, 370489.65767, 326018.01802 
14.24309, 370369.44220, 324387.92793 
14.16775, 370248.63825, 322757.83784 
14.09246, 370127.23990, 321127.74775 
14.01723, 370005.24119, 319497.65766 
13.94204, 369882.63603, 317867.56757 
13.86690, 369759.41824, 316237.47748 
13.79182, 369635.58156, 314607.38739 
13.71678, 369511.11964, 312977.29730 
13.64180, 369386.02599, 311347.20721 
13.56686, 369260.29408, 309717.11712 
13.49197, 369133.91722, 308087.02703 
13.41714, 369006.88864, 306456.93694 
13.34235, 368879.20148, 304826.84685 
13.26761, 368750.84873, 303196.75676 
13.19292, 368621.82331, 301566.66667 
13.11828, 368492.11800, 299936.57658 
13.04369, 368361.72546, 298306.48649 
12.96915, 368230.63825, 296676.39640 
12.89466, 368098.84879, 295046.30631 
12.82021, 367966.34938, 293416.21622 
12.74582, 367833.13221, 291786.12613 
12.67147, 367699.18932, 290156.03604 
12.59717, 367564.51261, 288525.94595 
12.52292, 367429.09387, 286895.85586 
12.44872, 367292.92473, 285265.76577 
12.37456, 367155.99668, 283635.67568 
12.30045, 367018.30108, 282005.58559 
12.22639, 366879.82911, 280375.49550 
12.15238, 366740.57184, 278745.40541 
12.07842, 366600.52014, 277115.31532 
12.00450, 366459.66476, 275485.22523 
11.93063, 366317.99624, 273855.13514 
11.85680, 366175.50501, 272225.04505 
11.78303, 366032.18128, 270594.95495 
11.70930, 365888.01510, 268964.86486 
11.63561, 365742.99636, 267334.77477 
11.56198, 365597.11473, 265704.68468 
11.48839, 365450.35972, 264074.59459 
11.41484, 365302.72064, 262444.50450 
11.34134, 365154.18659, 260814.41441 
11.26789, 365004.74649, 259184.32432 
11.19448, 364854.38902, 257554.23423 
11.12112, 364703.10268, 255924.14414 
11.04781, 364550.87572, 254294.05405 
10.97454, 364397.69620, 252663.96396 
10.90132, 364243.55192, 251033.87387 
10.82814, 364088.43045, 249403.78378 
10.75500, 363932.31914, 247773.69369 
10.68191, 363775.20506, 246143.60360 
10.60887, 363617.07504, 244513.51351 
10.53587, 363457.91566, 242883.42342 
10.46291, 363297.71321, 241253.33333 
10.39000, 363136.45372, 239623.24324 
10.31714, 362974.12292, 237993.15315 
10.24431, 362810.70625, 236363.06306 
10.17153, 362646.18888, 234732.97297 
10.09880, 362480.55564, 233102.88288 
10.02611, 362313.79105, 231472.79279 
9.95346, 362145.87932, 229842.70270 
9.88085, 361976.80430, 228212.61261 
9.80829, 361806.54952, 226582.52252 
9.73578, 361635.09816, 224952.43243 
9.66330, 361462.43300, 223322.34234 
9.59087, 361288.53648, 221692.25225 
9.51848, 361113.39065, 220062.16216 
9.44613, 360936.97714, 218432.07207 
9.37382, 360759.27721, 216801.98198 
9.30156, 360580.27166, 215171.89189 
9.22934, 360399.94088, 213541.80180 
9.15716, 360218.26481, 211911.71171 
9.08502, 360035.22292, 210281.62162 
9.01293, 359850.79421, 208651.53153 
8.94087, 359664.95720, 207021.44144 
8.86886, 359477.68990, 205391.35135 
8.79689, 359288.96978, 203761.26126 
8.72496, 359098.77379, 202131.17117 
8.65307, 358907.07834, 200501.08108 
8.58122, 358713.85924, 198870.99099 
8.50941, 358519.09172, 197240.90090 
8.43764, 358322.75040, 195610.81081 
8.36591, 358124.80926, 193980.72072 
8.29422, 357925.24165, 192350.63063 
8.22257, 357724.02021, 190720.54054 
8.15096, 357521.11691, 189090.45045 
8.07939, 357316.50299, 187460.36036 
8.00786, 357110.14895, 185830.27027 
7.93637, 356902.02451, 184200.18018 
7.86491, 356692.09858, 182570.09009 
7.79350, 356480.33927, 180940.00000 
